Fecha,Año,Mes,CCAA,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Consumo per capita,Variación consumo 2020 respecto a 2019 (%),Variación consumo 2019 respecto a 2018 (%),Variación precio 2020 respecto a 2019 (%),Variación precio 2019 respecto a 2018 (%)
04-2020,2020,4,Valencia,CEREZAS,7.84,23.76,3.03,0.35,0.0,-55.27666856816885,76.53575025176235,2.679343128781335,-38.79925945517059
04-2020,2020,4,Valencia,UVAS,356.95,1411.18,3.95,16.0,0.08,37.49470359385231,40.03452181886835,47.38172323759792,47.89472058323809
04-2020,2020,4,Valencia,KIWI,1285.92,3527.37,2.74,40.01,0.28,22.59817521379744,-2.6832187491301664,34.592886823338176,-8.904885712696737
04-2020,2020,4,Valencia,AGUACATE,786.23,3461.23,4.4,38.21,0.17,41.342178118146194,39.943143223728896,87.77050229747252,40.978027272796794
04-2020,2020,4,Valencia,PIÑA,946.43,1400.48,1.48,19.91,0.2,53.03505594722202,-21.472922354136234,41.26286060117007,-22.56925732405476
04-2020,2020,4,Valencia,OTRAS FRUTAS FRESCAS,1210.29,3968.16,3.28,34.91,0.26,14.937321937321935,0.10076620339562574,29.17776200738314,8.152279152627713
04-2020,2020,4,Valencia,POMELO,110.38,196.33,1.78,2.17,0.02,33.22872661436331,-61.86947717231222,54.468922108575946,-64.48827917632924
04-2020,2020,4,Valencia,FRUTAS IV GAMA,1709.83,3428.83,2.01,31.84,0.37,6.052411226546747,-11.816023803793728,26.27812764703715,-16.72442664278572
05-2020,2020,5,Total Nacional,TOTAL PATATAS,138387.73,139196.69,1.01,84.26,3.12,26.296714077765166,3.6681182136426056,26.843757033753825,22.613511020374606
05-2020,2020,5,Total Nacional,PATATAS FRESCAS,99346.69,93433.55,0.94,72.82,2.24,24.811899625024164,3.8616393037052554,22.2591528624932,32.63832144684472
05-2020,2020,5,Total Nacional,PATATAS CONGELADAS,4171.05,5496.42,1.32,11.31,0.09,24.356015884941513,-11.581511337934238,28.637728509943155,-9.98835036539406
05-2020,2020,5,Total Nacional,PATATAS PROCESADAS,6974.0,40266.72,5.77,54.17,0.16,30.98066466959029,5.370805017157909,38.643415003148746,7.030861037806184
05-2020,2020,5,Total Nacional,T.HORTALIZAS FRESCAS,288906.8,565957.25,1.96,98.05,6.52,27.00316511341656,-0.05383946945407909,34.08770472130987,4.767781615915842
05-2020,2020,5,Total Nacional,TOMATES,67383.64,115480.3,1.71,87.73,1.52,26.185670179562358,4.053294383131167,32.611946734416335,6.183558585746988
05-2020,2020,5,Total Nacional,CEBOLLAS,35409.9,48425.82,1.37,76.3,0.8,28.00876578740074,-2.1117978573799525,29.301543181444977,21.2000640759073
05-2020,2020,5,Total Nacional,AJOS,3607.41,15494.54,4.3,42.8,0.08,41.2626434688627,-4.749311829079975,47.756316424372194,-3.5066490976881837
05-2020,2020,5,Total Nacional,COLES,6095.94,7375.32,1.21,18.8,0.14,35.4593129194258,3.0055689202520433,40.83477503694963,18.168463949418847
05-2020,2020,5,Total Nacional,PEPINOS,10839.32,16848.49,1.55,45.28,0.24,17.904047930349574,10.17984309570778,38.959369092666584,3.6794313893660924
05-2020,2020,5,Total Nacional,JUDIAS VERDES,7347.63,23708.0,3.23,34.11,0.17,14.227549378541617,-19.759670079635946,28.2408426637183,-13.474541644766678
05-2020,2020,5,Total Nacional,PIMIENTOS,23213.52,52972.3,2.28,75.43,0.52,33.974651984209444,-2.817086262539932,49.21215627696202,11.477514728611096
05-2020,2020,5,Total Nacional,CHAMPIÑONES+O.SETAS,6702.05,25930.28,3.87,44.38,0.15,38.40948000801292,-10.414754899058675,41.18347828122813,-5.132239357808934
05-2020,2020,5,Total Nacional,LECHUGA/ESC./ENDIVIA,21347.32,57616.4,2.7,74.36,0.48,20.1858131408017,30.309613104670692,20.890981498033977,22.288461370693653
05-2020,2020,5,Total Nacional,ESPARRAGOS,5684.09,13800.01,2.43,20.39,0.13,-9.123480752197528,-14.484506764960022,-10.995699418505652,-3.3327846857496355
05-2020,2020,5,Total Nacional,VERDURAS DE HOJA,6841.86,17196.48,2.51,29.13,0.15,34.11887856916025,3.881711846735303,47.28461211681032,2.365985084807586
05-2020,2020,5,Total Nacional,BERENJENAS,8657.17,14486.43,1.67,41.97,0.2,46.2950414102991,9.36299893919401,76.99034926639031,6.67661548888251
05-2020,2020,5,Total Nacional,ZANAHORIAS,18777.18,17939.73,0.96,64.73,0.42,43.04559177432884,3.1058100900929198,44.522910126181515,4.800906417615701
05-2020,2020,5,Total Nacional,CALABACINES,22178.88,30909.95,1.39,64.58,0.5,32.589328949334934,13.089974390385715,50.71745721538442,5.883701371216689
05-2020,2020,5,Total Nacional,OTR.HORTALIZAS/VERD.,44820.9,107773.2,2.4,78.67,1.01,22.19764868308915,-13.87859562948024,32.40458356634799,-4.340577520654812
05-2020,2020,5,Total Nacional,BROCOLI,5643.53,12334.69,2.19,24.76,0.13,1.6859580969952885,0.8255034044748606,36.88252886701476,13.203695421677056
05-2020,2020,5,Total Nacional,ALCACHOFAS,8275.98,15618.49,1.89,25.7,0.19,22.536856646633705,-15.087422412373286,42.3522474142614,1.3461124571517207
05-2020,2020,5,Total Nacional,VERD./HORT. IV GAMA,31297.45,81212.23,2.59,68.21,0.71,18.613443674299603,-3.7175847084224722,14.470984777228882,1.1116111970346791
05-2020,2020,5,Andalucia,TOTAL PATATAS,26140.66,24609.43,0.94,84.61,3.13,28.211132015875425,-0.4474521981992688,26.334370315612244,15.507290806249138
05-2020,2020,5,Andalucia,PATATAS FRESCAS,18364.57,16108.72,0.88,69.35,2.2,25.55528664057735,3.334148136949181,21.63114971333994,31.939708204446166
05-2020,2020,5,Andalucia,PATATAS CONGELADAS,839.72,988.97,1.18,13.12,0.1,17.328489590610587,-15.5247099370891,10.14746174236518,-13.036824671173703
05-2020,2020,5,Andalucia,PATATAS PROCESADAS,1387.27,7511.74,5.41,57.8,0.17,37.4514505389981,-7.8863547171189,40.726474990773404,-7.874575645183285
05-2020,2020,5,Andalucia,T.HORTALIZAS FRESCAS,48825.45,88421.61,1.81,97.99,5.85,25.4130308139481,3.5145258257730414,32.423424351688155,5.605924013955979
05-2020,2020,5,Andalucia,TOMATES,13591.58,20349.1,1.5,86.42,1.63,24.247357879465742,13.45844487337589,31.242349232311163,17.445331608325173
05-2020,2020,5,Andalucia,CEBOLLAS,6206.0,7781.56,1.25,76.03,0.74,34.098540603378616,-4.448330611410618,28.807544159053716,22.752052731997825
05-2020,2020,5,Andalucia,AJOS,741.14,2970.41,4.01,41.83,0.09,31.17289959469744,12.58992088954427,38.714754037116236,13.7030016301087
05-2020,2020,5,Andalucia,COLES,631.91,731.85,1.16,12.94,0.08,45.57454847032805,3.613882656227619,39.346915460776835,25.95328313108543
05-2020,2020,5,Andalucia,PEPINOS,2011.83,2986.88,1.48,48.27,0.24,0.6317527010804262,32.555364010078236,17.62333816394682,22.483274889906095
05-2020,2020,5,Andalucia,JUDIAS VERDES,1119.78,3232.35,2.89,32.5,0.13,45.07929104477611,-8.692566128803294,52.10343042680344,-8.23156512877204
05-2020,2020,5,Andalucia,PIMIENTOS,3824.21,7913.05,2.07,74.15,0.46,31.547698901650783,-0.5687959175297106,44.4693755340203,6.060201186983829
05-2020,2020,5,Andalucia,CHAMPIÑONES+O.SETAS,1086.73,4032.63,3.71,39.27,0.13,55.10090486113094,2.360847333820302,49.28589409465142,-0.9373487259978562
05-2020,2020,5,Andalucia,LECHUGA/ESC./ENDIVIA,3438.01,8936.47,2.6,73.86,0.41,14.58925637188406,31.384217901558948,17.77170675649317,17.545656070255124
05-2020,2020,5,Andalucia,ESPARRAGOS,888.56,1977.99,2.23,20.63,0.11,-19.05256445294708,-8.365403077025823,-13.423382808020417,-16.29068365765455
05-2020,2020,5,Andalucia,VERDURAS DE HOJA,640.59,1693.87,2.64,23.42,0.08,15.087763425019315,-6.245683774360362,15.082853784641308,-2.709437753658634
05-2020,2020,5,Andalucia,BERENJENAS,1513.48,2444.24,1.61,41.28,0.18,58.60247731226291,4.230336526383627,99.70586312830902,-4.757013345784202
05-2020,2020,5,Andalucia,ZANAHORIAS,2667.88,2551.46,0.96,57.19,0.32,33.90484699127171,-5.6258703828263394,36.37753356709141,0.7886911175279112
05-2020,2020,5,Andalucia,CALABACINES,3753.4,5355.38,1.43,61.7,0.45,33.07899859241322,27.725296621682823,54.53635170035639,22.632161902975696
05-2020,2020,5,Andalucia,OTR.HORTALIZAS/VERD.,6710.34,15464.38,2.3,74.62,0.8,20.578531999309995,-19.722923840118636,30.92879778584725,-14.77500099213865
05-2020,2020,5,Andalucia,BROCOLI,908.92,1922.87,2.12,23.59,0.11,35.002822089534504,-12.971652382983676,69.28758825911645,5.8751153491233445
05-2020,2020,5,Andalucia,ALCACHOFAS,1192.32,2206.07,1.85,25.16,0.14,3.851580872746279,-16.013781903570575,20.960083342471776,-0.5865166579452289
05-2020,2020,5,Andalucia,VERD./HORT. IV GAMA,6314.63,13459.59,2.13,68.18,0.76,36.579198947964926,1.2134439873992784,18.825288839882028,-1.1934721036145364
05-2020,2020,5,Aragon,TOTAL PATATAS,3473.18,3291.97,0.95,86.65,2.76,33.34331532735181,-4.868534947169264,32.111067412573924,12.527998554913298
05-2020,2020,5,Aragon,PATATAS FRESCAS,2685.44,2438.83,0.91,77.07,2.13,32.28247162673393,-4.508615053176723,36.145567005705225,22.588724799145936
05-2020,2020,5,Aragon,PATATAS CONGELADAS,63.15,83.38,1.32,8.21,0.05,9.768816269772287,-29.54072259644826,-0.631629126445002,-31.70275109881166
05-2020,2020,5,Aragon,PATATAS PROCESADAS,144.92,769.76,5.31,48.78,0.12,40.12763488686906,-2.5075414781297103,24.845516324180537,-2.1767757698836907
05-2020,2020,5,Aragon,T.HORTALIZAS FRESCAS,9694.28,19341.15,2.0,98.59,7.7,22.35417063710933,-11.874256871815453,30.18627511691837,-8.851064195293377
05-2020,2020,5,Aragon,TOMATES,2046.1,3208.59,1.57,90.51,1.63,40.159195528277074,-10.553404244889958,21.930541252294343,-6.658271850170262
05-2020,2020,5,Aragon,CEBOLLAS,1123.65,1495.34,1.33,75.56,0.89,26.06159196724071,3.720123810188744,30.16425692673288,17.86172297401277
05-2020,2020,5,Aragon,AJOS,84.91,399.47,4.7,40.63,0.07,45.518423307626385,-36.83697770080103,51.06833566539349,-20.670206702067016
05-2020,2020,5,Aragon,COLES,200.44,209.14,1.04,17.71,0.16,73.24114088159031,-41.158521080201396,56.588799041629215,-34.56469550732449
05-2020,2020,5,Aragon,PEPINOS,350.51,529.94,1.51,49.57,0.28,20.815524610505992,-12.827138607613954,27.383298879861563,-12.531012152558771
05-2020,2020,5,Aragon,JUDIAS VERDES,410.87,1321.83,3.22,55.83,0.33,25.26524390243903,-17.788304885079086,48.05443548387097,-12.259839811311483
05-2020,2020,5,Aragon,PIMIENTOS,493.47,1238.75,2.51,73.65,0.39,29.441544474464237,-32.573399363282626,60.28958877875831,-27.664314195323765
05-2020,2020,5,Aragon,CHAMPIÑONES+O.SETAS,226.67,775.66,3.42,51.75,0.18,43.15397246431728,-24.607180268545857,25.91065515226284,-12.938283469240671
05-2020,2020,5,Aragon,LECHUGA/ESC./ENDIVIA,961.27,2513.41,2.61,76.91,0.76,44.163829691507075,11.107593354773128,37.33655354049756,19.857881983103006
05-2020,2020,5,Aragon,ESPARRAGOS,245.81,784.1,3.19,27.54,0.2,-32.53094721818132,-8.537932419541095,-18.749481886761167,-17.139766111998362
05-2020,2020,5,Aragon,VERDURAS DE HOJA,436.63,794.79,1.82,38.27,0.35,-5.115500793185132,14.095507289497181,8.815717415115005,-5.73294442580213
05-2020,2020,5,Aragon,BERENJENAS,209.38,345.24,1.65,36.06,0.17,60.75239923224568,25.03599884803686,84.5512375046774,26.211037646741325
05-2020,2020,5,Aragon,ZANAHORIAS,524.38,493.68,0.94,66.43,0.42,41.64393182247914,14.609002538542507,53.44543561371336,9.869207389953228
05-2020,2020,5,Aragon,CALABACINES,619.33,890.98,1.44,69.29,0.49,12.664859653271726,19.64783214347903,40.31844024127123,4.822041732699425
05-2020,2020,5,Aragon,OTR.HORTALIZAS/VERD.,1760.84,4340.24,2.46,82.21,1.4,3.6550404709345057,-29.647023742964706,31.076367392177524,-20.887687911541796
05-2020,2020,5,Aragon,BROCOLI,174.66,432.64,2.48,27.64,0.14,-16.032883034469496,-5.178465606053705,43.28200033118066,12.709966405375145
05-2020,2020,5,Aragon,ALCACHOFAS,295.23,560.74,1.9,27.45,0.23,-14.835862228119773,-35.7227619965883,7.8180279956929635,-31.167198274150643
05-2020,2020,5,Aragon,VERD./HORT. IV GAMA,1104.13,2648.32,2.4,70.31,0.88,37.8990358195534,16.283257813407694,32.58039969562258,13.847995212447639
05-2020,2020,5,Asturias,TOTAL PATATAS,2999.87,2952.81,0.98,70.35,2.93,14.043117769828209,-6.363642835784768,14.705642420122365,13.842908505547866
05-2020,2020,5,Asturias,PATATAS FRESCAS,2337.8,2132.26,0.91,60.2,2.28,10.173285640902403,-6.864268408300866,7.533486645687086,16.80077282848156
05-2020,2020,5,Asturias,PATATAS CONGELADAS,79.29,118.02,1.49,7.75,0.08,1.5236875800256238,-29.212362911266204,27.437641723356005,-26.70940170940171
05-2020,2020,5,Asturias,PATATAS PROCESADAS,116.56,702.53,6.03,41.82,0.11,35.393193169938435,2.3418925344745585,40.852497142971714,14.082799634034766
05-2020,2020,5,Asturias,T.HORTALIZAS FRESCAS,5090.87,10846.31,2.13,95.76,4.97,22.69994986792125,4.298074941051669,31.48556500445506,14.17607285964413
05-2020,2020,5,Asturias,TOMATES,1063.94,2390.94,2.25,79.34,1.04,5.9416292431318345,14.522419376910097,37.69919659054915,19.46978766736846
05-2020,2020,5,Asturias,CEBOLLAS,828.86,1167.91,1.41,70.0,0.81,34.12408168549143,-8.486724222186016,30.665010852296888,9.15552298955853
05-2020,2020,5,Asturias,AJOS,91.66,430.38,4.7,38.9,0.09,36.31766805472934,13.88888888888888,40.454278441354994,16.239899852054172
05-2020,2020,5,Asturias,COLES,103.99,117.75,1.13,12.29,0.1,22.096982505577074,14.153598713309211,-2.152235333222539,47.92870313460358
05-2020,2020,5,Asturias,PEPINOS,99.53,161.65,1.62,21.14,0.1,32.77748132337248,38.047882136279924,59.11999212520917,27.737960518043508
05-2020,2020,5,Asturias,JUDIAS VERDES,120.42,409.75,3.4,24.08,0.12,-16.63551401869158,28.74331550802138,-4.102696124321282,59.20709441836202
05-2020,2020,5,Asturias,PIMIENTOS,423.64,1098.71,2.59,66.27,0.41,6.753351476665662,7.486457204767061,18.474627445060282,35.405685584546426
05-2020,2020,5,Asturias,CHAMPIÑONES+O.SETAS,160.52,495.68,3.09,34.33,0.16,40.70827489481067,-5.044115198934578,15.362952963902526,-10.786512188032056
05-2020,2020,5,Asturias,LECHUGA/ESC./ENDIVIA,469.47,1293.35,2.75,71.85,0.46,31.158853439123884,43.2906325060048,46.12473166873799,35.08439913311559
05-2020,2020,5,Asturias,ESPARRAGOS,61.41,161.27,2.63,7.64,0.06,40.55848020141909,-69.03833888455814,-3.100402571651743,-28.936806148590943
05-2020,2020,5,Asturias,VERDURAS DE HOJA,52.92,190.48,3.6,13.31,0.05,136.77852348993287,-74.8791727548612,99.4763849617761,-49.09914712153518
05-2020,2020,5,Asturias,BERENJENAS,120.43,190.17,1.58,39.38,0.12,32.253459257632336,24.62022717941701,67.30007917656373,18.839519079979087
05-2020,2020,5,Asturias,ZANAHORIAS,378.2,379.41,1.0,63.68,0.37,31.63023806209105,67.04651162790697,30.278474058304433,67.45055197792091
05-2020,2020,5,Asturias,CALABACINES,487.43,705.95,1.45,49.89,0.48,32.65928204011648,33.981184364060674,56.80808529542427,36.548377312708524
05-2020,2020,5,Asturias,OTR.HORTALIZAS/VERD.,628.44,1652.92,2.63,64.16,0.61,32.50959389364485,-25.56774487185523,26.750864600826656,-7.967056233062338
05-2020,2020,5,Asturias,BROCOLI,120.82,320.77,2.65,20.55,0.12,12.778866797349014,-15.903917104953297,60.996787793615724,4.522085825201975
05-2020,2020,5,Asturias,ALCACHOFAS,51.58,91.0,1.76,11.42,0.05,14.089803140898024,44.4408945686901,11.39674378748929,78.51835664335664
05-2020,2020,5,Asturias,VERD./HORT. IV GAMA,423.42,1430.82,3.38,56.35,0.41,-17.946631009825005,19.578718079436424,-0.48892443578954503,22.437944394771577
05-2020,2020,5,Baleares,TOTAL PATATAS,4082.76,4300.82,1.05,91.0,3.99,71.22367328451725,-6.220355381456917,80.34376192453003,9.230191410132507
05-2020,2020,5,Baleares,PATATAS FRESCAS,2998.84,2963.23,0.99,76.69,2.93,95.78507540641118,-18.43548644762767,98.04907065184699,4.016156391646505
05-2020,2020,5,Baleares,PATATAS CONGELADAS,93.53,126.19,1.35,9.46,0.09,46.782799748901446,-16.454700406450765,52.772397094431,-11.354367890105186
05-2020,2020,5,Baleares,PATATAS PROCESADAS,198.08,1211.41,6.12,64.25,0.19,25.518028008364496,34.089557311581274,50.30460190825961,23.679526133259685
05-2020,2020,5,Baleares,T.HORTALIZAS FRESCAS,8840.53,18837.18,2.13,99.93,8.65,46.99623552572946,6.939742240177525,50.41814359098028,15.278812085707887
05-2020,2020,5,Baleares,TOMATES,1884.32,3508.47,1.86,96.52,1.84,50.68773590941078,7.553368998675445,53.02853852897687,20.169507516195985
05-2020,2020,5,Baleares,CEBOLLAS,1222.09,1818.58,1.49,86.15,1.2,57.27909191526601,-0.613952060576612,71.03008529967742,15.999563628429605
05-2020,2020,5,Baleares,AJOS,112.49,479.29,4.26,38.47,0.11,186.59872611464968,-32.5833047062865,164.9035538606091,-37.696280991735534
05-2020,2020,5,Baleares,COLES,242.89,387.36,1.59,23.52,0.24,63.91550816574435,0.5974202308214497,102.01303780964798,22.469183112984613
05-2020,2020,5,Baleares,PEPINOS,295.38,445.49,1.51,46.4,0.29,43.96841643515134,11.50543478260869,56.1369690172438,4.893202455792068
05-2020,2020,5,Baleares,JUDIAS VERDES,147.51,580.68,3.94,31.44,0.14,1.131221719456998,23.474138660797443,20.36564890243143,15.782273741810062
05-2020,2020,5,Baleares,PIMIENTOS,745.14,1865.86,2.5,87.45,0.73,59.476928345175914,-4.553347088023199,68.50841702189147,22.975089126064795
05-2020,2020,5,Baleares,CHAMPIÑONES+O.SETAS,271.44,1152.45,4.25,64.54,0.27,69.34306569343066,-8.410947945831666,60.515063303480645,-0.9423289183222858
05-2020,2020,5,Baleares,LECHUGA/ESC./ENDIVIA,511.47,1699.43,3.32,86.45,0.5,10.638343896688227,53.886355314403644,17.854740389883286,36.248275601413546
05-2020,2020,5,Baleares,ESPARRAGOS,141.22,312.26,2.21,20.91,0.14,5.270219903093547,-20.47542830043274,-15.837421163279606,-31.144681166951237
05-2020,2020,5,Baleares,VERDURAS DE HOJA,193.81,596.32,3.08,39.06,0.19,109.0722761596548,35.30871405634213,65.64904580682797,45.64469798114659
05-2020,2020,5,Baleares,BERENJENAS,345.25,582.51,1.69,54.9,0.34,106.5633600574369,4.941294656871963,110.6726943942134,14.37435367114788
05-2020,2020,5,Baleares,ZANAHORIAS,602.25,626.52,1.04,77.21,0.59,79.13444378346223,10.75605336847306,118.26923076923075,9.964371911274586
05-2020,2020,5,Baleares,CALABACINES,675.51,978.55,1.45,75.71,0.66,66.17303387370545,24.815008136571585,73.93661458611065,19.753506886055472
05-2020,2020,5,Baleares,OTR.HORTALIZAS/VERD.,1449.75,3803.42,2.62,89.54,1.42,18.672440326118977,3.4367723635747978,31.043512115793437,17.931891966567644
05-2020,2020,5,Baleares,BROCOLI,161.39,460.85,2.86,37.51,0.16,-27.721796766536794,65.48580745571778,20.964355084256393,55.69904777473539
05-2020,2020,5,Baleares,ALCACHOFAS,295.82,569.73,1.93,39.08,0.29,25.69898869720404,58.98128757684253,51.174144930612684,60.71900720713036
05-2020,2020,5,Baleares,VERD./HORT. IV GAMA,934.08,2942.53,3.15,75.59,0.91,11.413542623361451,-12.171845209411474,9.088448791049094,11.090152794365974
05-2020,2020,5,Canarias,TOTAL PATATAS,6433.19,7537.67,1.17,83.46,3.0,1.538901051029959,25.653286263932408,13.182986672112337,32.01314636631423
05-2020,2020,5,Canarias,PATATAS FRESCAS,5096.98,5831.7,1.14,72.27,2.38,-5.068260974837511,26.758268999220924,4.788875132744798,34.93365079442049
05-2020,2020,5,Canarias,PATATAS CONGELADAS,305.98,367.9,1.2,9.75,0.14,110.73002754820939,-22.12807036361687,128.9929042698867,-17.432418542501807
05-2020,2020,5,Canarias,PATATAS PROCESADAS,206.05,1338.06,6.49,48.11,0.1,25.426101777453137,32.47318764615756,43.2811847473417,28.674768518518523
05-2020,2020,5,Canarias,T.HORTALIZAS FRESCAS,12935.36,24184.51,1.87,99.21,6.03,32.86072454583644,-14.175537635356466,34.610184717747,-7.438431665098746
05-2020,2020,5,Canarias,TOMATES,2637.59,3761.48,1.43,87.39,1.23,40.05076169085282,-14.612737519325728,36.3171170126406,-8.947038442501233
05-2020,2020,5,Canarias,CEBOLLAS,1739.71,2383.67,1.37,82.44,0.81,23.940099881026164,-17.028030311986473,27.539915246982282,-1.9669964226891725
05-2020,2020,5,Canarias,AJOS,171.77,683.93,3.98,48.47,0.08,51.33920704845816,-31.67589694196966,53.07981556918394,-21.653280959562306
05-2020,2020,5,Canarias,COLES,236.33,289.79,1.23,18.16,0.11,-14.08681110949541,-14.04287232047997,-13.469692445506109,9.333681564428185
05-2020,2020,5,Canarias,PEPINOS,313.55,525.99,1.68,42.11,0.15,2.176817544888717,5.168100346139341,7.692150198599565,9.032056433610153
05-2020,2020,5,Canarias,JUDIAS VERDES,155.88,451.47,2.9,21.54,0.07,-13.921254624772217,-37.9510022271715,62.65672287073066,-50.9064860180059
05-2020,2020,5,Canarias,PIMIENTOS,1113.82,2340.8,2.1,79.99,0.52,20.980600873286555,-2.4342168010766962,19.08589568791844,9.442387461373578
05-2020,2020,5,Canarias,CHAMPIÑONES+O.SETAS,450.48,1611.58,3.58,48.12,0.21,121.7256484717232,-15.913417763430187,124.71067235561506,-33.48975238801818
05-2020,2020,5,Canarias,LECHUGA/ESC./ENDIVIA,677.76,1936.44,2.86,72.34,0.32,33.189223180773084,51.729381596994465,15.853206179029113,57.83231508673195
05-2020,2020,5,Canarias,ESPARRAGOS,36.17,107.88,2.98,5.35,0.02,-55.10736005957552,152.0963704630788,-38.5474223867844,169.9108241082411
05-2020,2020,5,Canarias,VERDURAS DE HOJA,133.47,398.05,2.98,19.18,0.06,78.81832797427653,-25.382385284414678,69.69348168990068,-40.597143435980556
05-2020,2020,5,Canarias,BERENJENAS,264.53,414.83,1.57,30.05,0.12,70.01735330034062,-28.892646588364336,103.28824855434675,-31.20258925862244
05-2020,2020,5,Canarias,ZANAHORIAS,1146.25,1207.53,1.05,73.42,0.53,53.94584866636224,-15.524948378752459,41.90375462718137,-3.236260674770576
05-2020,2020,5,Canarias,CALABACINES,1299.85,1761.66,1.36,67.18,0.61,17.597300378164185,-8.429363179216132,45.935467837468416,-17.45249150351825
05-2020,2020,5,Canarias,OTR.HORTALIZAS/VERD.,2558.2,6309.4,2.47,86.33,1.19,43.79261307747219,-26.39385363916195,32.4444089919623,-14.190632644165118
05-2020,2020,5,Canarias,BROCOLI,116.89,245.82,2.1,11.09,0.05,2.5890819729682315,-44.040076617062034,-29.891908849784677,25.301075653075088
